#Gender,Age,Heightin,Weightlbs,WritingPreference
M,28,69,195,R
M,22,71,160,R
M,24,68,175,R
M,19,60,105,R
M,22,69,176,R
M,20,70,200,R
M,21,71,160,R
M,19,70,165,R
M,25,70,185,R
M,18,72,134,R
M,27,67,145,R
M,27,73,198,R
M,19,72,148,R
M,18,71,160,R
M,20,66,148,R
M,18,70,160,R
M,20,72,175,N
M,22,72,170,R
M,26,68,180,R
M,18,69,150,R
M,25,71,179,L
M,42,67,168,R
M,21,71,170,R
M,25,67,142,R
M,18,73,143,R
M,18,64,165,R
M,19,66,208,R
M,42,64,150,R
M,38,67,145,R
M,25,70,175,R
M,29,74,215,R
M,51,71,170,R
M,28,70,170,R
M,25,68,180,R
M,42,69,154,R
M,23,68,191,R
M,22,70,162,R
M,36,73,215,R
M,25,74,162,R
M,30,77,235,R
M,26,74,245,R
M,23,70,176,R
M,19,71,155,R
M,30,71,210,R
M,21,71,192,L
M,19,66,137,R
M,21,71,185,R
M,25,72,197,R
M,24,71,170,R
M,30,70,160,R
M,21,72,175,R
M,21,74,180,R
M,32,68,170,R
M,24,72,200,R
M,32,73,210,R
M,25,68,180,R
M,31,73,210,R
M,22,72,182,R
M,38,69,184,R
M,33,69,205,R
M,30,72,225,R
M,20,70,166,R
M,19,70,145,R
M,20,75,210,R
M,21,66,135,R
M,33,70,165,R
M,28,63,150,R
M,21,65,152,R
M,21,71,154,R
M,27,63,158,R
M,37,69,170,R
M,45,71,190,L
M,31,71,173,R
M,49,65,170,R
M,27,67,220,R
M,28,66,180,R
M,31,69,180,R
M,24,73,110,R
M,22,74,172,R
M,53,70,185,R
M,38,67,172,R
M,33,67,160,R
M,19,75,174,R
M,24,75,220,R
M,24,77,220,R
M,37,68,225,R
M,19,72,215,L
M,38,66,212,R
M,24,70,272,R
M,32,72,190,R
M,42,69,205,R
M,27,66,185,R
M,40,68,185,R
M,40,72,225,R
M,23,69,179,R
M,26,71,178,R
M,32,77,285,L
M,20,70,205,R
M,20,67,167,R
M,26,68,139,R
M,38,71,196,R
M,23,70,165,L
M,31,68,195,R
M,35,72,183,L
M,22,67,172,L
M,37,72,185,R
M,26,68,125,R
M,38,74,235,L
M,23,71,153,R
M,39,71,230,R
M,40,72,247,R
M,29,64,118,L
M,35,67,188,R
M,29,75,214,R
M,22,71,195,R
M,19,72,160,R
M,20,74,209,R
M,18,69,135,R
M,48,69,210,R
M,30,68,160,R
M,28,70,180,R
M,44,71,232,R
M,22,69,235,L
M,28,68,180,L
M,21,69,170,R
M,20,70,193,R
M,22,72,193,R
M,21,70,220,R
M,33,73,233,R
M,24,72,150,R
M,41,71,195,L
M,19,72,178,R
M,21,69,160,R
M,22,69,170,R
M,19,66,155,R
M,19,66,155,R
M,22,74,180,R
M,19,67,177,R
M,23,76,210,R
M,19,70,193,R
M,31,72,165,R
M,30,68,207,R
M,30,69,205,R
M,32,70,195,L
M,23,71,155,L
M,22,70,190,R
M,37,68,168,R
M,26,68,135,R
M,24,70,170,R
M,22,65,149,R
M,20,68,135,L
M,23,73,260,R
M,34,68,188,R
M,19,70,158,R
M,24,74,245,R
M,27,72,196,R
M,25,72,240,R
M,25,66,139,R
M,32,73,210,R
M,22,68,185,R
M,19,72,190,R
M,18,74,185,R
M,24,68,170,R
M,24,73,178,L
M,24,67,165,R
M,18,69,150,R
M,40,67,151,L
M,25,73,240,R
M,27,64,158,R
M,27,73,177,L
M,23,70,229,R
M,26,69,135,R
M,30,69,200,R
M,22,70,135,L
M,26,65,155,L
M,31,71,241,L
M,19,64,123,R
M,26,66,200,R
M,23,75,180,R
M,20,73,205,R
M,21,68,190,R
M,27,68,200,R
M,22,76,321,R
M,22,72,165,R
M,22,71,235,R
M,21,71,225,R
M,21,67,140,R
M,24,68,138,R
M,23,75,225,R
M,19,71,155,R
M,24,77,210,R
M,19,69,170,R
M,19,70,190,R
M,18,74,160,R
M,18,65,150,R
M,35,74,245,R
M,47,71,225,L
M,47,68,195,R
M,31,69,200,L
M,25,66,180,R
M,26,67,175,R
M,21,67,168,R
M,23,67,201,R
M,21,73,150,R
M,22,71,190,R
M,22,66,153,R
M,20,70,195,R
M,19,68,160,R
M,21,68,170,R
M,25,73,210,R
M,23,72,203,R
M,21,73,196,R
M,27,71,190,R
M,25,70,164,R
M,27,71,230,R
M,28,68,210,R
M,42,71,210,R
M,22,69,196,R
M,29,72,210,R
M,35,74,195,R
M,31,66,180,R
M,51,71,175,R
M,33,70,193,R
M,47,71,205,R
M,40,69,205,R
M,34,73,150,R
M,31,72,170,R
M,26,69,205,R
M,28,76,205,R
M,51,66,175,L
M,24,70,230,R
M,36,72,165,R
M,32,69,185,R
M,41,66,180,R
M,41,73,210,R
M,26,73,204,L
M,53,68,162,R
M,48,66,161,R
M,32,68,178,L
M,34,70,186,R
M,28,71,165,R
M,42,69,190,R
M,25,72,185,R
M,45,70,215,R
M,43,71,179,R
M,48,66,180,R
M,42,71,190,R
M,46,70,195,R
M,26,69,155,R
M,37,71,184,R
M,27,67,170,R
M,23,73,185,R
M,29,73,250,R
M,30,70,175,R
M,29,73,190,R
M,25,70,169,R
M,23,70,177,R
M,27,70,185,L
M,28,71,206,R
M,22,70,193,R
M,41,70,180,R
M,35,74,226,R
M,30,67,155,R
M,39,68,180,R
M,38,68,198,R
M,37,72,190,R
M,24,71,198,R
M,23,67,150,R
M,23,70,168,R
M,31,78,235,R
M,23,68,146,R
M,26,72,210,R
M,43,66,170,R
M,36,62,140,R
M,28,67,174,L
M,51,71,210,R
M,28,72,170,R
M,41,71,189,L
M,25,69,202,R
M,25,69,180,R
M,23,69,195,R
M,26,73,185,L
M,31,74,183,R
M,21,70,187,R
M,20,68,140,R
M,24,67,170,R
M,25,72,203,R
M,22,69,158,R
M,30,72,241,R
M,25,70,210,R
M,31,71,180,R
M,32,70,215,R
M,22,70,140,L
M,21,66,175,R
M,26,75,185,L
M,23,70,168,R
M,23,71,205,R
M,24,67,175,R
M,29,69,210,R
M,30,69,171,R
M,23,62,125,L
M,26,68,160,R
M,23,74,230,R
M,26,73,158,R
M,20,73,210,R
M,25,75,229,R
M,32,72,204,R
M,37,77,225,R
M,25,71,155,R
M,24,72,204,R
M,21,66,150,R
M,21,77,240,L
M,25,74,210,R
M,29,70,197,R
M,26,74,215,R
M,28,69,200,R
M,51,70,188,R
M,33,66,125,L
M,48,71,209,R
M,48,68,188,L
M,49,68,190,R
M,41,70,185,R
M,49,66,185,R
M,43,73,220,R
M,35,69,181,R
M,43,68,210,R
M,32,73,215,R
M,43,68,191,L
M,20,71,150,R
M,22,69,135,R
M,18,64,165,R
M,19,70,140,L
M,25,73,190,R
M,29,69,190,R
M,28,69,194,R
M,34,66,167,R
M,46,62,137,R
M,32,68,165,R
M,37,66,178,L
M,23,72,210,R
M,33,72,170,R
M,27,73,184,L
M,28,69,184,R
M,25,72,230,R
M,24,72,174,R
M,29,65,178,L
M,32,75,245,R
M,25,71,233,R
M,33,70,228,L
M,54,69,184,R
M,46,75,250,R
M,38,74,224,R
M,36,71,179,R
M,29,69,155,R
M,42,71,218,R
M,23,70,210,R
M,44,68,183,R
M,26,70,250,R
M,26,74,185,R
M,48,66,200,L
M,43,72,188,R
M,37,69,210,R
M,44,70,215,R
M,43,69,222,R
M,26,69,195,R
M,33,69,220,R
M,47,67,200,R
M,40,70,210,R
M,36,73,250,R
M,41,65,160,R
M,28,69,165,R
M,28,68,175,R
M,25,72,180,R
M,34,72,200,R
M,26,75,165,R
M,28,74,183,R
M,28,72,185,R
M,26,71,200,R
M,40,72,228,R
M,28,73,180,R
M,27,78,220,R
M,25,73,210,R
M,28,67,158,R
M,26,67,135,R
M,28,75,180,L
M,29,69,169,R
M,29,71,205,R
M,29,66,210,R
M,22,69,182,R
M,27,74,195,R
M,34,73,205,R
M,18,71,140,R
M,19,66,170,R
M,20,71,150,R
M,21,71,190,R
M,21,70,178,R
M,19,69,165,R
M,30,74,230,R
M,34,76,221,R
M,31,72,180,R
M,22,69,170,R
M,38,71,235,L
M,24,72,184,R
M,30,66,170,R
M,22,70,140,R
M,35,67,142,R
M,24,67,165,R
M,23,67,150,R
M,41,69,183,R
M,36,74,230,R
M,31,67,180,R
M,23,71,201,R
M,30,70,210,R
M,31,65,156,R
M,43,74,265,L
M,38,75,210,R
M,36,60,160,R
M,28,71,225,R
M,56,72,199,R
M,39,74,230,L
M,29,67,155,L
M,30,71,190,R
M,28,66,170,R
M,23,70,170,R
M,22,70,171,R
M,28,66,116,R
M,23,70,153,R
M,22,67,185,R
M,22,71,195,L
M,35,65,166,R
M,31,74,145,L
M,23,68,120,L
M,37,72,210,R
M,25,66,160,R
M,49,70,200,R
M,30,76,230,R
M,28,69,148,R
M,37,67,150,R
M,22,76,250,R
M,23,74,175,R
M,33,66,185,R
M,50,74,205,R
M,46,71,179,R
M,52,70,183,R
M,26,71,150,L
M,40,67,178,R
M,35,69,205,R
M,43,68,175,R
M,23,74,180,R
M,21,74,195,R
M,23,72,175,R
M,22,75,225,R
M,22,72,185,R
M,33,77,240,L
M,28,70,228,R
M,23,68,173,R
M,30,68,157,R
M,39,67,175,R
M,43,69,175,R
M,37,71,176,R
M,30,66,193,R
M,53,69,169,R
M,29,66,200,R
M,26,67,170,R
M,37,71,194,R
M,58,70,196,R
M,46,71,195,R
M,26,73,215,R
M,42,72,240,R
M,47,66,170,R
M,47,70,175,R
M,28,71,148,R
M,31,66,125,R
M,43,70,190,R
M,42,67,142,R
M,31,74,205,R
M,19,70,169,R
M,19,67,150,R
M,23,72,178,L
M,23,72,165,L
M,33,68,140,R
M,23,68,150,R
M,27,69,182,R
M,23,70,172,R
M,25,72,186,R
M,23,71,210,R
M,34,66,173,R
M,28,70,162,R
M,24,66,160,L
M,19,70,165,L
M,35,66,215,R
M,21,73,210,R
M,20,69,150,R
M,28,72,188,R
M,23,68,175,R
M,53,67,210,R
M,23,73,185,R
M,30,74,210,R
M,45,71,240,R
M,40,72,201,R
M,49,71,230,R
M,31,70,145,R
M,23,69,178,R
M,47,70,192,R
M,32,74,213,R
M,34,67,155,R
M,26,70,160,L
M,40,71,220,R
M,25,68,190,R
M,22,68,160,L
M,41,71,220,R
M,30,73,152,R
M,39,73,195,R
M,32,69,187,L
M,32,72,198,R
M,30,70,214,R
M,29,67,165,R
M,26,66,173,R
M,27,66,130,R
M,26,66,155,R
M,27,69,178,R
M,25,70,170,R
M,23,67,150,R
M,26,72,210,R
M,23,77,180,R
M,20,72,160,R
M,23,69,232,R
M,29,74,205,L
M,38,65,210,L
M,33,67,220,R
M,20,74,152,R
M,22,74,179,R
M,21,69,195,R
M,31,69,196,R
M,21,71,175,R
M,23,75,186,R
M,24,65,139,R
M,28,70,200,L
M,22,72,215,R
M,28,65,158,R
M,22,70,190,R
M,19,71,176,R
M,51,68,208,R
M,26,68,190,R
M,39,77,218,R
M,21,69,135,L
M,37,69,240,R
M,24,71,205,R
M,35,67,155,L
M,27,68,163,R
M,32,64,153,R
M,21,74,240,R
M,22,66,225,R
M,21,70,160,R
M,20,69,220,R
M,26,70,195,R
M,32,66,205,N
M,52,68,170,L
M,37,65,195,R
M,30,66,180,R
M,29,70,185,R
M,32,70,205,R
M,50,71,220,R
M,43,68,179,R
M,51,72,175,R
M,31,76,245,R
M,31,67,174,R
M,33,76,275,R
M,47,71,180,R
M,23,67,175,R
M,48,70,185,R
M,50,68,181,R
M,46,69,190,L
M,23,71,185,R
M,41,70,225,R
M,29,69,200,R
M,25,72,155,R
M,48,74,220,R
M,30,69,175,R
M,37,71,210,R
M,26,69,160,R
M,21,66,145,R
M,19,72,230,R
M,21,71,210,R
M,24,71,245,R
M,31,71,195,R
M,30,74,185,R
M,28,69,185,L
M,24,70,185,R
M,23,68,165,R
M,21,71,164,L
M,22,72,175,R
M,20,70,204,R
M,30,68,156,R
M,25,79,225,R
M,42,70,190,R
M,37,74,220,R
M,21,69,130,R
M,21,72,170,R
M,19,67,145,R
M,30,71,247,R
M,33,67,190,R
M,42,70,185,R
M,23,71,155,R
M,43,73,165,R
M,22,69,189,R
M,39,70,202,L
M,39,72,207,R
M,23,72,200,L
M,25,72,215,R
M,35,70,175,R
M,27,77,174,R
M,38,67,210,R
M,30,72,240,R
M,40,76,188,R
M,30,72,240,R
M,20,75,215,R
M,22,67,140,R
M,42,71,207,R
M,26,66,170,R
M,41,73,200,R
M,43,70,235,R
M,25,69,130,R
M,23,71,190,R
M,30,67,150,R
M,49,65,183,R
M,50,69,225,R
M,52,71,168,R
M,32,67,190,R
M,36,68,220,R
M,35,71,215,R
M,38,78,157,R
M,22,71,195,L
M,50,66,220,R
M,39,63,150,R
M,26,72,235,R
M,28,76,205,R
M,40,72,215,R
M,56,69,238,R
M,56,68,157,R
M,49,69,163,R
M,31,69,245,R
M,48,68,150,R
M,24,69,165,R
M,22,72,220,R
M,37,77,218,R
M,51,73,245,R
M,21,72,165,R
M,26,67,215,R
M,21,74,190,R
M,33,72,270,R
M,25,69,140,R
M,39,71,212,R
M,19,67,170,R
M,20,67,158,R
M,26,69,195,R
M,46,74,220,R
M,22,71,200,R
M,27,66,175,R
M,42,69,195,R
M,23,67,190,R
M,25,67,145,R
M,48,73,210,R
M,42,73,172,R
M,22,70,194,R
M,52,71,196,R
M,32,69,208,R
M,31,71,220,R
M,41,72,220,R
M,29,67,193,R
M,31,74,240,R
M,19,71,162,L
M,20,64,145,R
M,23,74,225,L
M,25,68,155,R
M,29,76,192,R
M,21,69,170,R
M,25,73,170,R
M,26,74,260,R
M,23,66,220,R
M,28,77,240,R
M,37,72,230,R
M,30,66,155,R
M,31,71,226,L
M,34,73,175,R
M,20,70,200,R
M,31,68,180,R
M,33,67,195,R
M,42,73,180,R
M,24,67,169,R
M,32,75,200,R
M,32,69,175,R
M,36,66,155,R
M,21,71,165,R
M,21,71,160,L
M,21,69,175,R
M,26,69,165,R
M,30,66,160,R
M,22,67,135,R
M,21,66,175,L
M,21,64,125,R
M,26,71,160,R
M,22,72,198,R
M,19,74,160,R
M,30,66,185,R
M,24,71,160,L
M,30,71,185,R
M,18,72,177,R
M,35,71,165,R
M,25,68,165,R
M,20,70,205,R
M,27,72,185,L
M,19,69,200,R
M,26,72,185,R
M,33,71,195,R
M,31,72,173,R
M,26,64,140,L
M,27,67,190,R
M,29,66,155,L
M,37,67,175,R
M,43,67,190,R
M,34,63,155,R
M,47,69,180,R
M,42,67,181,L
M,47,67,196,R
M,20,76,175,R
M,25,70,168,L
M,23,76,179,R
M,40,76,210,R
M,30,75,195,R
M,40,71,205,R
M,27,74,215,R
M,43,68,202,R
M,55,70,220,R
M,24,68,172,R
M,50,71,244,L
M,57,69,220,L
M,48,67,180,R
M,23,67,155,R
M,51,70,192,R
M,50,69,186,R
M,28,71,230,L
M,25,68,175,R
M,41,72,158,R
M,55,70,185,R
M,49,71,215,R
M,35,65,220,R
M,35,70,190,R
M,44,71,175,R
M,26,72,190,R
M,51,71,225,R
M,29,68,156,R
M,22,72,189,R
M,34,67,226,R
M,36,70,185,R
M,23,72,212,R
M,33,68,150,R
M,46,67,185,R
M,19,73,205,R
M,41,71,240,R
M,33,70,210,R
M,26,67,180,R
M,38,65,160,R
M,37,69,200,R
M,42,71,233,R
M,42,71,227,R
M,43,67,176,R
M,38,69,184,R
M,29,71,194,L
M,47,69,196,R
M,41,75,220,R
M,50,73,250,L
M,31,66,168,R
M,42,74,249,R
M,33,76,236,R
M,49,71,279,R
M,52,73,215,R
M,29,68,200,R
M,46,66,175,R
M,33,68,192,R
M,28,72,211,R
M,48,71,182,R
M,36,67,155,N
M,53,69,206,R
M,36,69,200,R
M,39,71,205,R
M,47,75,225,R
M,21,71,160,R
M,20,69,135,R
M,29,67,155,R
M,43,69,171,R
M,29,72,172,R
M,44,68,260,R
M,55,75,237,R
M,40,69,175,R
M,30,68,165,R
M,31,67,160,R
M,27,71,180,L
M,40,71,180,R
M,29,68,175,R
M,25,70,180,R
M,32,70,155,R
M,24,73,220,R
M,42,69,176,R
M,44,68,175,R
M,30,75,240,R
M,31,71,166,R
M,19,73,210,R
M,32,69,185,R
M,24,71,184,R
M,32,67,160,R
M,26,67,170,R
M,19,71,173,R
M,32,68,219,R
M,27,69,185,R
M,34,67,205,R
M,53,71,185,R
M,30,75,285,L
M,28,68,185,R
M,26,71,173,R
M,35,68,242,L
M,20,66,150,R
M,21,67,150,R
M,19,69,140,R
M,22,65,150,R
M,21,68,157,L
M,49,69,201,R
M,25,66,175,N
M,50,76,270,L
M,31,68,175,R
M,20,74,196,R
M,23,68,190,R
M,28,72,185,R
M,28,73,210,L
M,29,70,185,R
M,27,69,150,L
M,46,72,200,R
M,46,70,167,R
M,21,68,154,R
M,21,71,170,R
M,25,71,192,R
M,29,71,200,R
M,47,75,190,R
M,25,67,129,R
M,23,72,285,R
M,24,71,200,R
M,31,67,183,R
M,23,74,173,R
M,36,70,175,R
M,38,75,255,R
M,22,67,152,R
M,31,66,218,R
M,28,69,170,R
M,20,68,155,R
M,21,76,185,R
M,23,68,155,R
M,20,72,163,R
M,21,67,160,R
M,52,70,210,R
M,25,69,179,R
M,31,71,191,R
M,48,72,175,R
M,47,71,205,R
M,45,72,210,R
M,47,67,197,R
M,42,68,190,R
M,38,64,133,R
M,39,69,235,L
M,41,69,175,R
M,45,65,175,R
M,49,72,200,R
M,51,72,250,R
M,50,72,242,R
M,32,69,210,R
M,55,68,198,R
M,56,71,237,R
M,55,73,118,R
M,45,70,211,R
M,58,72,212,R
M,37,72,171,R
M,41,68,186,R
M,47,68,200,R
M,24,67,188,L
M,42,65,175,R
M,38,69,185,R
M,30,67,190,R
M,37,75,195,R
M,21,66,149,R
M,27,75,209,R
M,27,73,210,R
M,42,72,215,R
M,21,74,179,R
M,39,72,178,L
M,26,68,145,R
M,23,70,185,R
M,34,71,200,R
M,28,75,197,R
M,38,66,175,R
M,29,71,242,R
M,47,70,185,R
M,25,70,192,R
M,56,65,180,R
M,27,68,238,R
M,32,74,155,R
M,41,73,213,R
M,26,75,270,L
M,30,72,210,R
M,27,67,198,R
M,39,69,188,R
M,32,67,199,R
M,41,76,268,R
M,38,69,225,R
M,41,72,198,R
M,22,74,150,R
M,40,74,197,R
M,41,71,255,R
M,43,71,200,R
M,35,73,230,R
M,49,68,176,R
M,41,70,215,R
M,37,70,220,R
M,31,69,185,R
M,24,69,160,R
M,26,71,150,L
M,42,74,225,L
M,23,74,213,R
M,39,76,295,R
M,39,73,195,R
M,20,72,183,R
M,21,69,145,R
M,40,70,206,R
M,37,71,207,R
M,49,68,170,R
M,27,67,190,R
M,20,66,148,R
M,29,68,181,L
M,48,67,175,R
M,23,64,195,R
M,25,65,149,R
M,28,65,172,R
M,53,64,215,R
M,25,67,127,R
M,24,71,175,L
M,31,74,215,L
M,25,71,176,R
M,22,68,157,R
M,47,70,237,L
M,39,66,150,R
M,25,72,180,R
M,28,72,165,R
M,24,71,170,R
M,53,74,260,L
M,21,71,154,R
M,22,73,200,R
M,29,65,230,R
M,25,69,182,N
M,22,71,180,R
M,23,69,150,R
M,42,70,220,R
M,25,70,178,R
M,23,64,190,R
M,22,70,165,R
M,22,68,197,R
M,31,66,187,R
M,39,67,216,L
M,21,71,165,R
M,26,71,171,R
M,24,69,190,R
M,25,76,180,R
M,25,71,183,L
M,32,67,200,R
M,29,65,147,R
M,38,73,230,L
M,26,65,160,R
M,30,67,185,L
M,35,68,181,R
M,54,73,176,R
M,23,68,133,L
M,28,72,179,R
M,20,70,155,N
M,33,68,175,R
M,25,70,135,R
M,33,69,202,R
M,42,74,210,R
M,20,71,170,R
M,23,73,195,R
M,30,69,187,R
M,31,67,180,R
M,25,71,141,R
M,39,70,178,R
M,21,72,204,R
M,21,67,187,R
M,26,69,162,R
M,30,73,135,L
M,39,69,208,R
M,31,71,220,L
M,29,69,175,R
M,23,70,185,R
M,28,69,158,R
M,22,69,180,R
M,24,71,187,R
M,43,70,220,R
M,28,73,199,R
M,27,74,242,R
M,27,67,195,L
M,32,67,209,R
M,35,72,205,R
M,28,71,193,R
M,23,72,190,L
M,32,72,215,R
M,20,69,156,R
M,29,73,212,R
M,19,63,158,R
M,24,67,158,N
M,22,64,155,R
M,31,70,207,R
M,24,68,190,L
M,32,76,195,R
M,19,70,164,R
M,20,72,137,R
M,21,76,203,R
M,21,70,165,R
M,21,74,200,L
M,33,72,194,R
M,22,72,184,R
M,27,70,203,R
M,33,71,210,R
M,34,68,172,R
M,21,65,161,R
M,20,69,197,R
M,22,67,160,R
M,23,70,181,R
M,28,68,197,R
M,27,68,164,R
M,22,71,210,R
M,25,71,155,R
M,44,69,193,R
M,24,68,175,R
M,29,70,195,R
M,30,66,190,R
M,25,72,187,R
M,23,68,175,R
M,34,67,165,R
M,40,70,212,R
M,37,68,193,L
M,24,78,180,R
M,40,69,195,R
M,20,68,165,R
M,21,70,160,R
M,41,69,245,R
M,28,65,167,R
M,26,69,230,R
M,38,69,245,R
M,20,71,151,R
M,42,69,220,R
M,24,72,230,R
M,54,71,208,R
M,23,72,190,R
M,22,66,225,R
M,22,65,155,R
M,41,72,220,R
M,20,67,140,R
M,23,72,218,R
M,25,74,204,L
M,24,68,200,R
M,28,69,184,L
M,28,70,170,R
M,23,68,215,R
M,24,74,215,R
M,24,71,170,R
M,25,69,175,R
M,25,69,205,R
M,27,65,170,R
M,23,67,140,R
M,22,71,180,R
M,24,69,220,L
M,24,71,200,R
M,23,69,155,R
M,22,72,150,R
M,25,71,240,R
M,22,69,150,R
M,24,70,175,R
M,24,68,185,R
M,30,71,127,R
M,34,66,212,R
M,24,72,205,R
M,45,68,240,R
M,43,72,197,R
M,25,73,204,R
M,28,69,170,L
M,28,69,178,R
M,24,74,180,R
M,23,66,155,R
M,24,72,203,R
M,25,76,197,R
M,25,72,190,R
M,35,69,236,R
M,43,70,162,R
M,44,73,219,R
M,29,66,195,R
M,21,70,178,R
M,41,71,230,R
M,37,66,153,R
M,24,69,194,R
M,27,72,177,R
M,26,67,160,R
M,46,69,204,R
M,28,74,175,R
M,20,70,179,R
M,38,68,180,R
M,56,74,245,L
M,25,74,165,L
M,51,72,212,R
M,25,66,150,R
M,28,70,229,R
M,30,73,205,R
M,32,68,184,R
M,29,72,215,R
M,38,74,206,R
M,27,71,190,R
M,28,67,169,R
M,30,69,184,R
M,25,72,170,R
M,26,69,240,R
M,26,69,160,R
M,29,73,185,R
M,31,73,292,R
M,35,72,188,R
M,21,66,164,R
M,27,68,150,R
M,22,74,200,R
M,34,67,170,R
M,20,69,175,R
M,22,68,200,R
M,22,73,203,R
M,24,72,180,R
M,22,69,161,R
M,24,73,166,R
M,20,71,155,L
M,21,74,200,R
M,22,70,167,R
M,20,68,155,R
M,44,66,166,R
M,21,68,180,R
M,21,68,175,R
M,42,72,200,L
M,21,69,165,R
M,28,71,210,R
M,20,71,153,R
M,25,69,174,R
M,21,71,180,R
M,32,69,160,R
M,25,71,180,R
M,43,71,212,L
M,39,71,230,R
M,26,70,188,R
M,30,67,155,L
M,25,70,210,R
M,35,71,221,R
M,37,69,213,R
M,38,76,182,R
M,33,68,183,R
M,22,67,158,R
M,35,69,205,R
M,34,68,200,R
M,30,72,175,L
M,23,71,200,R
M,31,71,197,R
M,21,67,170,R
M,22,71,220,R
M,35,71,205,R
M,37,71,185,R
M,22,69,175,R
M,33,69,209,R
M,42,66,187,R
M,26,73,218,N
M,40,70,190,R
M,57,73,194,R
M,20,66,134,R
M,48,68,185,R
M,38,78,218,R
M,27,70,169,R
M,40,70,212,R
M,27,74,209,R
M,46,68,185,R
M,23,73,185,R
M,28,72,229,R
M,29,69,145,R
M,44,69,185,R
M,28,69,185,R
M,42,72,191,R
M,21,72,180,R
M,32,76,210,R
M,28,70,173,R
M,33,72,218,R
M,21,72,134,R
M,36,71,150,R
M,44,71,185,R
M,28,73,190,R
M,28,74,205,R
M,27,73,235,R
M,25,72,189,R
M,38,76,187,R
M,24,69,170,R
M,36,73,208,R
M,29,69,178,R
M,33,72,210,R
M,26,66,168,R
M,40,68,169,R
M,25,73,165,R
M,34,72,185,R
M,33,75,225,R
M,31,67,150,R
M,24,65,167,R
M,45,67,186,L
M,31,75,200,R
M,35,73,215,R
M,31,67,162,R
M,20,72,204,R
M,23,73,195,R
M,19,75,225,R
M,22,72,146,R
M,20,68,160,R
M,31,76,260,R
M,21,76,190,R
M,20,70,174,R
M,20,68,173,R
M,23,69,155,R
M,23,69,184,R
M,20,73,169,L
M,27,69,161,R
M,20,68,175,R
M,18,68,172,R
M,25,68,175,L
M,28,72,200,R
M,24,72,290,R
M,20,71,190,R
M,23,67,152,R
M,29,73,190,R
M,31,71,228,R
M,21,71,177,R
M,23,66,153,R
M,22,71,215,R
M,22,70,175,R
M,22,66,158,L
M,30,68,195,R
M,21,67,223,R
M,29,67,165,R
M,31,71,205,R
M,27,72,210,R
M,35,67,148,R
M,34,71,210,R
M,32,71,187,L
M,44,66,175,L
M,28,70,155,R
M,27,65,162,R
M,27,69,185,R
M,28,65,180,R
M,26,70,152,L
M,27,71,197,R
M,23,68,155,R
M,33,71,165,R
M,27,71,210,R
M,23,72,173,R
M,27,65,215,L
M,21,67,150,R
M,20,71,148,R
M,23,71,175,R
M,41,66,173,R
M,23,72,220,R
M,21,76,215,N
M,34,72,177,R
M,26,70,177,R
M,19,67,145,R
M,25,66,150,R
M,23,69,180,R
M,25,69,139,R
M,23,69,170,R
M,22,70,150,R
M,24,62,130,R
M,22,67,160,R
M,28,69,185,R
M,25,74,170,R
M,25,70,190,R
M,21,73,197,R
M,22,67,160,R
M,22,71,194,R
M,23,67,186,R
M,22,69,165,R
M,38,73,218,R
F,26,61,142,R
F,21,64,120,R
F,23,68,147,R
F,22,66,175,R
F,45,63,195,R
F,44,67,180,L
F,21,65,165,R
F,23,66,168,R
F,24,59,118,L
F,37,63,150,R
F,33,69,212,R
F,36,66,150,R
F,40,65,169,R
F,24,66,158,R
F,30,64,160,R
F,36,66,145,R
F,19,65,137,R
F,19,67,130,L
F,33,66,160,R
F,34,64,130,L
F,31,60,172,R
F,29,66,165,L
F,31,64,110,R
F,33,66,150,R
F,19,65,150,R
F,23,63,159,R
F,23,56,107,R
F,21,64,154,R
F,24,67,160,R
F,30,64,137,R
F,30,63,145,R
F,28,66,155,R
F,22,69,155,N
F,40,66,185,R
F,42,66,200,R
F,26,65,134,R
F,40,67,127,R
F,29,61,120,R
F,37,64,166,R
F,26,63,175,R
F,31,65,180,R
F,28,67,155,R
F,25,65,164,R
F,26,64,163,R
F,35,63,175,R
F,22,66,170,R
F,40,65,155,L
F,43,64,153,R
F,20,68,145,R
F,26,63,103,L
F,24,67,150,R
F,27,80,270,R
F,41,68,196,R
F,30,64,165,R
F,25,62,150,R
F,24,61,133,R
F,21,65,128,R
F,24,63,153,R
F,29,65,160,R
F,23,64,130,R
F,35,70,156,R
F,28,66,185,L
F,26,65,135,R
F,27,64,182,R
F,25,66,145,R
F,27,66,155,R
F,22,63,145,R
F,24,63,126,R
F,26,66,180,R
F,27,64,130,R
F,20,61,140,R
F,36,62,123,L
F,44,64,132,R
F,34,67,145,R
F,26,61,150,R
F,22,69,160,R
F,29,62,150,R
F,44,66,150,R
F,38,63,160,R
F,22,66,150,R
F,25,68,187,R
F,18,73,184,R
F,34,65,170,R
F,20,67,136,R
F,33,67,174,R
F,36,61,136,R
F,29,63,148,R
F,23,65,153,R
F,35,66,148,R
F,19,61,135,R
F,30,63,170,R
F,42,65,129,R
F,38,65,156,R
F,24,66,125,R
F,35,69,185,R
F,32,60,122,R
F,41,60,137,R
F,40,65,160,R
F,42,64,146,L
F,33,62,110,R
F,30,65,140,R
F,36,66,147,R
F,20,64,127,R
F,46,63,141,R
F,20,68,136,R
F,20,59,104,R
F,40,60,128,R
